,Ticker,Hurst Exponent,t_statistic,p_value
31,AON,0.6610817786968186,6.327720826843827,2.4880875137966996e-10
32,AOS,0.6536579206134409,6.036091930082396,1.5789132223886782e-09
33,APA,0.5049835618577985,0.19576756858892755,0.8447920953771588
34,APD,0.610374494617883,4.335803801002688,1.4522843993169943e-05
35,APH,0.6531060528673782,6.01441309676757,1.805395832832346e-09
36,APO,0.6367938927690796,5.373628049446426,7.716795868972781e-08
37,APTV,0.6188303713670059,4.667973136650249,3.041856597940651e-06
38,ARE,0.5762425144516823,2.9950088116104205,0.002744369135666558
39,ATO,0.6413552501924796,5.552810304573195,2.8111308614242603e-08
40,AVB,0.5304527336962263,1.1962643993807938,0.23159339678921764
41,AVGO,0.6888261764001357,7.417594582869,1.192379528447418e-13
42,AVY,0.650891629591956,5.927424659014409,3.077224475234175e-09
43,AWK,0.6510245830055593,5.932647422824592,2.9808853163615368e-09
44,AXON,0.6486929907590772,5.841056276159011,5.187087648295119e-09
45,AXP,0.5854195561552457,3.35550742533475,0.000792195298024323
46,AZO,0.6322687936166382,5.195870115668394,2.037644943886363e-07
47,BA,0.6171037080622567,4.600145208235249,4.221965318018661e-06
48,BAC,0.6167269447003778,4.585344940998073,4.532375367904962e-06
49,BALL,0.6033293949439077,4.059053542253004,4.9272016092727355e-05
